video_path,label,identity,dataset,split
E:\FaceForencis++\Face2Face\465_482.mp4,fake,465,FACE2FACE,test
E:\FaceForencis++\Face2Face\935_733.mp4,fake,935,FACE2FACE,val
E:\FaceForencis++\Face2Face\545_553.mp4,fake,545,FACE2FACE,train
E:\FaceForencis++\Face2Face\429_404.mp4,fake,429,FACE2FACE,train
E:\FaceForencis++\Face2Face\319_352.mp4,fake,319,FACE2FACE,train
E:\FaceForencis++\Face2Face\091_116.mp4,fake,091,FACE2FACE,test
E:\FaceForencis++\Face2Face\230_204.mp4,fake,230,FACE2FACE,train
E:\FaceForencis++\Face2Face\290_240.mp4,fake,290,FACE2FACE,train
E:\FaceForencis++\Face2Face\419_824.mp4,fake,419,FACE2FACE,test
E:\FaceForencis++\Face2Face\362_354.mp4,fake,362,FACE2FACE,test
E:\FaceForencis++\Face2Face\558_583.mp4,fake,558,FACE2FACE,train
E:\FaceForencis++\Face2Face\123_119.mp4,fake,123,FACE2FACE,train
E:\FaceForencis++\Face2Face\348_202.mp4,fake,348,FACE2FACE,train
E:\FaceForencis++\Face2Face\286_267.mp4,fake,286,FACE2FACE,train
E:\FaceForencis++\Face2Face\808_829.mp4,fake,808,FACE2FACE,val
E:\FaceForencis++\Face2Face\110_043.mp4,fake,110,FACE2FACE,train
E:\FaceForencis++\Face2Face\724_725.mp4,fake,724,FACE2FACE,test
E:\FaceForencis++\Face2Face\596_609.mp4,fake,596,FACE2FACE,train
E:\FaceForencis++\Face2Face\615_687.mp4,fake,615,FACE2FACE,train
E:\FaceForencis++\Face2Face\448_361.mp4,fake,448,FACE2FACE,test
E:\FaceForencis++\Face2Face\216_164.mp4,fake,216,FACE2FACE,train
E:\FaceForencis++\Face2Face\783_916.mp4,fake,783,FACE2FACE,train
E:\FaceForencis++\Face2Face\487_477.mp4,fake,487,FACE2FACE,train
E:\FaceForencis++\Face2Face\578_636.mp4,fake,578,FACE2FACE,train
E:\FaceForencis++\Face2Face\660_634.mp4,fake,660,FACE2FACE,train
E:\FaceForencis++\Face2Face\412_274.mp4,fake,412,FACE2FACE,train
E:\FaceForencis++\Face2Face\253_183.mp4,fake,253,FACE2FACE,train
E:\FaceForencis++\Face2Face\325_492.mp4,fake,325,FACE2FACE,train
E:\FaceForencis++\Face2Face\395_401.mp4,fake,395,FACE2FACE,train
E:\FaceForencis++\Face2Face\907_795.mp4,fake,907,FACE2FACE,test
E:\FaceForencis++\Face2Face\782_787.mp4,fake,782,FACE2FACE,train
E:\FaceForencis++\Face2Face\533_450.mp4,fake,533,FACE2FACE,train
E:\FaceForencis++\Face2Face\924_917.mp4,fake,924,FACE2FACE,train
E:\FaceForencis++\Face2Face\816_649.mp4,fake,816,FACE2FACE,train
E:\FaceForencis++\Face2Face\111_094.mp4,fake,111,FACE2FACE,train
E:\FaceForencis++\Face2Face\462_467.mp4,fake,462,FACE2FACE,test
E:\FaceForencis++\Face2Face\570_624.mp4,fake,570,FACE2FACE,val
E:\FaceForencis++\Face2Face\780_869.mp4,fake,780,FACE2FACE,train
E:\FaceForencis++\Face2Face\258_246.mp4,fake,258,FACE2FACE,train
E:\FaceForencis++\Face2Face\974_953.mp4,fake,974,FACE2FACE,train
E:\FaceForencis++\Face2Face\061_080.mp4,fake,061,FACE2FACE,train
E:\FaceForencis++\Face2Face\741_731.mp4,fake,741,FACE2FACE,test
E:\FaceForencis++\Face2Face\391_406.mp4,fake,391,FACE2FACE,train
E:\FaceForencis++\Face2Face\324_356.mp4,fake,324,FACE2FACE,train
E:\FaceForencis++\Face2Face\259_345.mp4,fake,259,FACE2FACE,train
E:\FaceForencis++\Face2Face\713_726.mp4,fake,713,FACE2FACE,test
E:\FaceForencis++\Face2Face\563_537.mp4,fake,563,FACE2FACE,train
E:\FaceForencis++\Face2Face\457_398.mp4,fake,457,FACE2FACE,train
E:\FaceForencis++\Face2Face\739_865.mp4,fake,739,FACE2FACE,train
E:\FaceForencis++\Face2Face\205_184.mp4,fake,205,FACE2FACE,train
E:\FaceForencis++\Face2Face\381_376.mp4,fake,381,FACE2FACE,test
E:\FaceForencis++\Face2Face\335_277.mp4,fake,335,FACE2FACE,train
E:\FaceForencis++\Face2Face\062_066.mp4,fake,062,FACE2FACE,train
E:\FaceForencis++\Face2Face\573_757.mp4,fake,573,FACE2FACE,test
E:\FaceForencis++\Face2Face\491_226.mp4,fake,491,FACE2FACE,train
E:\FaceForencis++\Face2Face\017_803.mp4,fake,017,FACE2FACE,val
E:\FaceForencis++\Face2Face\786_819.mp4,fake,786,FACE2FACE,train
E:\FaceForencis++\Face2Face\720_672.mp4,fake,720,FACE2FACE,train
E:\FaceForencis++\Face2Face\967_984.mp4,fake,967,FACE2FACE,train
E:\FaceForencis++\Face2Face\083_213.mp4,fake,083,FACE2FACE,test
E:\FaceForencis++\Face2Face\747_854.mp4,fake,747,FACE2FACE,train
E:\FaceForencis++\Face2Face\168_222.mp4,fake,168,FACE2FACE,train
E:\FaceForencis++\Face2Face\200_189.mp4,fake,200,FACE2FACE,train
E:\FaceForencis++\Face2Face\198_106.mp4,fake,198,FACE2FACE,test
E:\FaceForencis++\Face2Face\519_515.mp4,fake,519,FACE2FACE,train
E:\FaceForencis++\Face2Face\532_544.mp4,fake,532,FACE2FACE,train
E:\FaceForencis++\Face2Face\950_836.mp4,fake,950,FACE2FACE,train
E:\FaceForencis++\Face2Face\905_860.mp4,fake,905,FACE2FACE,train
E:\FaceForencis++\Face2Face\996_056.mp4,fake,996,FACE2FACE,train
E:\FaceForencis++\Face2Face\354_362.mp4,fake,354,FACE2FACE,train
E:\FaceForencis++\Face2Face\958_956.mp4,fake,958,FACE2FACE,train
E:\FaceForencis++\Face2Face\070_057.mp4,fake,070,FACE2FACE,train
E:\FaceForencis++\Face2Face\011_805.mp4,fake,011,FACE2FACE,train
E:\FaceForencis++\Face2Face\150_153.mp4,fake,150,FACE2FACE,train
E:\FaceForencis++\Face2Face\833_826.mp4,fake,833,FACE2FACE,train
E:\FaceForencis++\Face2Face\523_541.mp4,fake,523,FACE2FACE,train
E:\FaceForencis++\Face2Face\366_473.mp4,fake,366,FACE2FACE,train
E:\FaceForencis++\Face2Face\488_399.mp4,fake,488,FACE2FACE,train
E:\FaceForencis++\Face2Face\913_893.mp4,fake,913,FACE2FACE,train
E:\FaceForencis++\Face2Face\524_580.mp4,fake,524,FACE2FACE,train
E:\FaceForencis++\Face2Face\100_077.mp4,fake,100,FACE2FACE,train
E:\FaceForencis++\Face2Face\174_964.mp4,fake,174,FACE2FACE,train
E:\FaceForencis++\Face2Face\634_660.mp4,fake,634,FACE2FACE,train
E:\FaceForencis++\Face2Face\155_576.mp4,fake,155,FACE2FACE,val
E:\FaceForencis++\Face2Face\855_801.mp4,fake,855,FACE2FACE,train
E:\FaceForencis++\Face2Face\013_883.mp4,fake,013,FACE2FACE,train
E:\FaceForencis++\Face2Face\593_577.mp4,fake,593,FACE2FACE,train
E:\FaceForencis++\Face2Face\725_724.mp4,fake,725,FACE2FACE,train
E:\FaceForencis++\Face2Face\692_610.mp4,fake,692,FACE2FACE,train
E:\FaceForencis++\Face2Face\979_875.mp4,fake,979,FACE2FACE,train
E:\FaceForencis++\Face2Face\403_497.mp4,fake,403,FACE2FACE,train
E:\FaceForencis++\Face2Face\845_846.mp4,fake,845,FACE2FACE,train
E:\FaceForencis++\Face2Face\529_633.mp4,fake,529,FACE2FACE,train
E:\FaceForencis++\Face2Face\590_034.mp4,fake,590,FACE2FACE,train
E:\FaceForencis++\Face2Face\682_669.mp4,fake,682,FACE2FACE,train
E:\FaceForencis++\Face2Face\932_384.mp4,fake,932,FACE2FACE,train
E:\FaceForencis++\Face2Face\189_200.mp4,fake,189,FACE2FACE,train
E:\FaceForencis++\Face2Face\052_108.mp4,fake,052,FACE2FACE,train
E:\FaceForencis++\Face2Face\991_064.mp4,fake,991,FACE2FACE,test
E:\FaceForencis++\Face2Face\178_598.mp4,fake,178,FACE2FACE,train
E:\FaceForencis++\Face2Face\363_343.mp4,fake,363,FACE2FACE,train
E:\FaceForencis++\Face2Face\145_299.mp4,fake,145,FACE2FACE,train
E:\FaceForencis++\Face2Face\475_265.mp4,fake,475,FACE2FACE,train
E:\FaceForencis++\Face2Face\853_863.mp4,fake,853,FACE2FACE,train
E:\FaceForencis++\Face2Face\351_346.mp4,fake,351,FACE2FACE,train
E:\FaceForencis++\Face2Face\379_158.mp4,fake,379,FACE2FACE,test
E:\FaceForencis++\Face2Face\292_294.mp4,fake,292,FACE2FACE,train
E:\FaceForencis++\Face2Face\042_084.mp4,fake,042,FACE2FACE,train
E:\FaceForencis++\Face2Face\423_421.mp4,fake,423,FACE2FACE,train
E:\FaceForencis++\Face2Face\466_428.mp4,fake,466,FACE2FACE,val
E:\FaceForencis++\Face2Face\094_111.mp4,fake,094,FACE2FACE,train
E:\FaceForencis++\Face2Face\714_842.mp4,fake,714,FACE2FACE,train
E:\FaceForencis++\Face2Face\274_412.mp4,fake,274,FACE2FACE,train
E:\FaceForencis++\Face2Face\891_876.mp4,fake,891,FACE2FACE,train
E:\FaceForencis++\Face2Face\918_934.mp4,fake,918,FACE2FACE,train
E:\FaceForencis++\Face2Face\647_622.mp4,fake,647,FACE2FACE,train
E:\FaceForencis++\Face2Face\881_856.mp4,fake,881,FACE2FACE,train
E:\FaceForencis++\Face2Face\837_890.mp4,fake,837,FACE2FACE,train
E:\FaceForencis++\Face2Face\161_141.mp4,fake,161,FACE2FACE,train
E:\FaceForencis++\Face2Face\654_648.mp4,fake,654,FACE2FACE,train
E:\FaceForencis++\Face2Face\852_834.mp4,fake,852,FACE2FACE,val
E:\FaceForencis++\Face2Face\591_605.mp4,fake,591,FACE2FACE,train
E:\FaceForencis++\Face2Face\514_443.mp4,fake,514,FACE2FACE,test
E:\FaceForencis++\Face2Face\118_120.mp4,fake,118,FACE2FACE,val
E:\FaceForencis++\Face2Face\700_813.mp4,fake,700,FACE2FACE,train
E:\FaceForencis++\Face2Face\641_662.mp4,fake,641,FACE2FACE,val
E:\FaceForencis++\Face2Face\892_112.mp4,fake,892,FACE2FACE,val
E:\FaceForencis++\Face2Face\469_481.mp4,fake,469,FACE2FACE,train
E:\FaceForencis++\Face2Face\834_852.mp4,fake,834,FACE2FACE,test
E:\FaceForencis++\Face2Face\377_333.mp4,fake,377,FACE2FACE,val
E:\FaceForencis++\Face2Face\019_018.mp4,fake,019,FACE2FACE,train
E:\FaceForencis++\Face2Face\858_861.mp4,fake,858,FACE2FACE,train
E:\FaceForencis++\Face2Face\406_391.mp4,fake,406,FACE2FACE,val
E:\FaceForencis++\Face2Face\635_642.mp4,fake,635,FACE2FACE,train
E:\FaceForencis++\Face2Face\175_159.mp4,fake,175,FACE2FACE,test
E:\FaceForencis++\Face2Face\486_680.mp4,fake,486,FACE2FACE,train
E:\FaceForencis++\Face2Face\734_699.mp4,fake,734,FACE2FACE,train
E:\FaceForencis++\Face2Face\224_197.mp4,fake,224,FACE2FACE,test
E:\FaceForencis++\Face2Face\113_983.mp4,fake,113,FACE2FACE,test
E:\FaceForencis++\Face2Face\358_380.mp4,fake,358,FACE2FACE,train
E:\FaceForencis++\Face2Face\677_671.mp4,fake,677,FACE2FACE,train
E:\FaceForencis++\Face2Face\502_504.mp4,fake,502,FACE2FACE,train
E:\FaceForencis++\Face2Face\467_462.mp4,fake,467,FACE2FACE,val
E:\FaceForencis++\Face2Face\082_103.mp4,fake,082,FACE2FACE,val
E:\FaceForencis++\Face2Face\234_187.mp4,fake,234,FACE2FACE,train
E:\FaceForencis++\Face2Face\804_738.mp4,fake,804,FACE2FACE,train
E:\FaceForencis++\Face2Face\813_700.mp4,fake,813,FACE2FACE,val
E:\FaceForencis++\Face2Face\944_032.mp4,fake,944,FACE2FACE,train
E:\FaceForencis++\Face2Face\283_313.mp4,fake,283,FACE2FACE,train
E:\FaceForencis++\Face2Face\671_677.mp4,fake,671,FACE2FACE,train
E:\FaceForencis++\Face2Face\771_849.mp4,fake,771,FACE2FACE,train
E:\FaceForencis++\Face2Face\886_877.mp4,fake,886,FACE2FACE,train
E:\FaceForencis++\Face2Face\287_426.mp4,fake,287,FACE2FACE,train
E:\FaceForencis++\Face2Face\624_570.mp4,fake,624,FACE2FACE,val
E:\FaceForencis++\Face2Face\787_782.mp4,fake,787,FACE2FACE,train
E:\FaceForencis++\Face2Face\809_799.mp4,fake,809,FACE2FACE,train
E:\FaceForencis++\Face2Face\549_531.mp4,fake,549,FACE2FACE,train
E:\FaceForencis++\Face2Face\080_061.mp4,fake,080,FACE2FACE,train
E:\FaceForencis++\Face2Face\592_500.mp4,fake,592,FACE2FACE,test
E:\FaceForencis++\Face2Face\639_841.mp4,fake,639,FACE2FACE,train
E:\FaceForencis++\Face2Face\386_154.mp4,fake,386,FACE2FACE,test
E:\FaceForencis++\Face2Face\344_020.mp4,fake,344,FACE2FACE,train
E:\FaceForencis++\Face2Face\875_979.mp4,fake,875,FACE2FACE,train
E:\FaceForencis++\Face2Face\306_278.mp4,fake,306,FACE2FACE,train
E:\FaceForencis++\Face2Face\693_698.mp4,fake,693,FACE2FACE,test
E:\FaceForencis++\Face2Face\120_118.mp4,fake,120,FACE2FACE,train
E:\FaceForencis++\Face2Face\770_791.mp4,fake,770,FACE2FACE,test
E:\FaceForencis++\Face2Face\043_110.mp4,fake,043,FACE2FACE,test
E:\FaceForencis++\Face2Face\799_809.mp4,fake,799,FACE2FACE,train
E:\FaceForencis++\Face2Face\684_717.mp4,fake,684,FACE2FACE,val
E:\FaceForencis++\Face2Face\148_133.mp4,fake,148,FACE2FACE,train
E:\FaceForencis++\Face2Face\865_739.mp4,fake,865,FACE2FACE,train
E:\FaceForencis++\Face2Face\795_907.mp4,fake,795,FACE2FACE,train
E:\FaceForencis++\Face2Face\115_939.mp4,fake,115,FACE2FACE,val
E:\FaceForencis++\Face2Face\733_935.mp4,fake,733,FACE2FACE,train
E:\FaceForencis++\Face2Face\121_093.mp4,fake,121,FACE2FACE,train
E:\FaceForencis++\Face2Face\870_001.mp4,fake,870,FACE2FACE,train
E:\FaceForencis++\Face2Face\372_413.mp4,fake,372,FACE2FACE,test
E:\FaceForencis++\Face2Face\470_468.mp4,fake,470,FACE2FACE,val
E:\FaceForencis++\Face2Face\302_323.mp4,fake,302,FACE2FACE,val
E:\FaceForencis++\Face2Face\117_217.mp4,fake,117,FACE2FACE,val
E:\FaceForencis++\Face2Face\501_326.mp4,fake,501,FACE2FACE,test
E:\FaceForencis++\Face2Face\541_523.mp4,fake,541,FACE2FACE,train
E:\FaceForencis++\Face2Face\039_058.mp4,fake,039,FACE2FACE,train
E:\FaceForencis++\Face2Face\819_786.mp4,fake,819,FACE2FACE,test
E:\FaceForencis++\Face2Face\005_010.mp4,fake,005,FACE2FACE,train
E:\FaceForencis++\Face2Face\930_763.mp4,fake,930,FACE2FACE,train
E:\FaceForencis++\Face2Face\939_115.mp4,fake,939,FACE2FACE,train
E:\FaceForencis++\Face2Face\946_049.mp4,fake,946,FACE2FACE,train
E:\FaceForencis++\Face2Face\333_377.mp4,fake,333,FACE2FACE,train
E:\FaceForencis++\Face2Face\598_178.mp4,fake,598,FACE2FACE,val
E:\FaceForencis++\Face2Face\630_623.mp4,fake,630,FACE2FACE,test
E:\FaceForencis++\Face2Face\526_436.mp4,fake,526,FACE2FACE,train
E:\FaceForencis++\Face2Face\087_081.mp4,fake,087,FACE2FACE,train
E:\FaceForencis++\Face2Face\659_749.mp4,fake,659,FACE2FACE,train
E:\FaceForencis++\Face2Face\949_868.mp4,fake,949,FACE2FACE,val
E:\FaceForencis++\Face2Face\872_873.mp4,fake,872,FACE2FACE,val
E:\FaceForencis++\Face2Face\316_369.mp4,fake,316,FACE2FACE,train
E:\FaceForencis++\Face2Face\888_937.mp4,fake,888,FACE2FACE,val
E:\FaceForencis++\Face2Face\037_072.mp4,fake,037,FACE2FACE,test
E:\FaceForencis++\Face2Face\369_316.mp4,fake,369,FACE2FACE,train
E:\FaceForencis++\Face2Face\517_521.mp4,fake,517,FACE2FACE,train
E:\FaceForencis++\Face2Face\685_613.mp4,fake,685,FACE2FACE,train
E:\FaceForencis++\Face2Face\542_520.mp4,fake,542,FACE2FACE,test
E:\FaceForencis++\Face2Face\744_674.mp4,fake,744,FACE2FACE,train
E:\FaceForencis++\Face2Face\754_758.mp4,fake,754,FACE2FACE,train
E:\FaceForencis++\Face2Face\254_261.mp4,fake,254,FACE2FACE,train
E:\FaceForencis++\Face2Face\468_470.mp4,fake,468,FACE2FACE,train
E:\FaceForencis++\Face2Face\505_600.mp4,fake,505,FACE2FACE,train
E:\FaceForencis++\Face2Face\766_761.mp4,fake,766,FACE2FACE,val
E:\FaceForencis++\Face2Face\236_237.mp4,fake,236,FACE2FACE,train
E:\FaceForencis++\Face2Face\521_517.mp4,fake,521,FACE2FACE,train
E:\FaceForencis++\Face2Face\207_908.mp4,fake,207,FACE2FACE,train
E:\FaceForencis++\Face2Face\356_324.mp4,fake,356,FACE2FACE,test
E:\FaceForencis++\Face2Face\755_759.mp4,fake,755,FACE2FACE,train
E:\FaceForencis++\Face2Face\817_827.mp4,fake,817,FACE2FACE,val
E:\FaceForencis++\Face2Face\044_945.mp4,fake,044,FACE2FACE,test
E:\FaceForencis++\Face2Face\109_107.mp4,fake,109,FACE2FACE,train
E:\FaceForencis++\Face2Face\093_121.mp4,fake,093,FACE2FACE,test
E:\FaceForencis++\Face2Face\531_549.mp4,fake,531,FACE2FACE,test
E:\FaceForencis++\Face2Face\196_310.mp4,fake,196,FACE2FACE,train
E:\FaceForencis++\Face2Face\876_891.mp4,fake,876,FACE2FACE,train
E:\FaceForencis++\Face2Face\098_092.mp4,fake,098,FACE2FACE,train
E:\FaceForencis++\Face2Face\610_692.mp4,fake,610,FACE2FACE,train
E:\FaceForencis++\Face2Face\633_529.mp4,fake,633,FACE2FACE,train
E:\FaceForencis++\Face2Face\371_367.mp4,fake,371,FACE2FACE,train
E:\FaceForencis++\Face2Face\803_017.mp4,fake,803,FACE2FACE,train
E:\FaceForencis++\Face2Face\947_951.mp4,fake,947,FACE2FACE,test
E:\FaceForencis++\Face2Face\246_258.mp4,fake,246,FACE2FACE,train
E:\FaceForencis++\Face2Face\281_474.mp4,fake,281,FACE2FACE,train
E:\FaceForencis++\Face2Face\614_616.mp4,fake,614,FACE2FACE,train
E:\FaceForencis++\Face2Face\084_042.mp4,fake,084,FACE2FACE,test
E:\FaceForencis++\Face2Face\694_767.mp4,fake,694,FACE2FACE,train
E:\FaceForencis++\Face2Face\192_134.mp4,fake,192,FACE2FACE,val
E:\FaceForencis++\Face2Face\184_205.mp4,fake,184,FACE2FACE,val
E:\FaceForencis++\Face2Face\399_488.mp4,fake,399,FACE2FACE,train
E:\FaceForencis++\Face2Face\885_802.mp4,fake,885,FACE2FACE,train
E:\FaceForencis++\Face2Face\927_912.mp4,fake,927,FACE2FACE,train
E:\FaceForencis++\Face2Face\112_892.mp4,fake,112,FACE2FACE,train
E:\FaceForencis++\Face2Face\425_485.mp4,fake,425,FACE2FACE,test
E:\FaceForencis++\Face2Face\792_903.mp4,fake,792,FACE2FACE,train
E:\FaceForencis++\Face2Face\823_584.mp4,fake,823,FACE2FACE,val
E:\FaceForencis++\Face2Face\669_682.mp4,fake,669,FACE2FACE,train
E:\FaceForencis++\Face2Face\791_770.mp4,fake,791,FACE2FACE,val
E:\FaceForencis++\Face2Face\608_675.mp4,fake,608,FACE2FACE,test
E:\FaceForencis++\Face2Face\202_348.mp4,fake,202,FACE2FACE,train
E:\FaceForencis++\Face2Face\341_340.mp4,fake,341,FACE2FACE,train
E:\FaceForencis++\Face2Face\662_641.mp4,fake,662,FACE2FACE,train
E:\FaceForencis++\Face2Face\778_798.mp4,fake,778,FACE2FACE,test
E:\FaceForencis++\Face2Face\666_656.mp4,fake,666,FACE2FACE,test
E:\FaceForencis++\Face2Face\256_146.mp4,fake,256,FACE2FACE,train
E:\FaceForencis++\Face2Face\001_870.mp4,fake,001,FACE2FACE,train
E:\FaceForencis++\Face2Face\443_514.mp4,fake,443,FACE2FACE,test
E:\FaceForencis++\Face2Face\900_926.mp4,fake,900,FACE2FACE,train
E:\FaceForencis++\Face2Face\679_665.mp4,fake,679,FACE2FACE,val
E:\FaceForencis++\Face2Face\815_730.mp4,fake,815,FACE2FACE,train
E:\FaceForencis++\Face2Face\768_793.mp4,fake,768,FACE2FACE,train
E:\FaceForencis++\Face2Face\971_564.mp4,fake,971,FACE2FACE,train
E:\FaceForencis++\Face2Face\910_911.mp4,fake,910,FACE2FACE,train
E:\FaceForencis++\Face2Face\797_844.mp4,fake,797,FACE2FACE,val
E:\FaceForencis++\Face2Face\746_571.mp4,fake,746,FACE2FACE,train
E:\FaceForencis++\Face2Face\187_234.mp4,fake,187,FACE2FACE,val
E:\FaceForencis++\Face2Face\701_579.mp4,fake,701,FACE2FACE,train
E:\FaceForencis++\Face2Face\308_388.mp4,fake,308,FACE2FACE,train
E:\FaceForencis++\Face2Face\999_960.mp4,fake,999,FACE2FACE,train
E:\FaceForencis++\Face2Face\272_396.mp4,fake,272,FACE2FACE,test
E:\FaceForencis++\Face2Face\840_800.mp4,fake,840,FACE2FACE,val
E:\FaceForencis++\Face2Face\954_976.mp4,fake,954,FACE2FACE,val
E:\FaceForencis++\Face2Face\953_974.mp4,fake,953,FACE2FACE,train
E:\FaceForencis++\Face2Face\225_151.mp4,fake,225,FACE2FACE,test
E:\FaceForencis++\Face2Face\620_619.mp4,fake,620,FACE2FACE,train
E:\FaceForencis++\Face2Face\049_946.mp4,fake,049,FACE2FACE,train
E:\FaceForencis++\Face2Face\116_091.mp4,fake,116,FACE2FACE,train
E:\FaceForencis++\Face2Face\020_344.mp4,fake,020,FACE2FACE,train
E:\FaceForencis++\Face2Face\673_728.mp4,fake,673,FACE2FACE,train
E:\FaceForencis++\Face2Face\159_175.mp4,fake,159,FACE2FACE,val
E:\FaceForencis++\Face2Face\097_033.mp4,fake,097,FACE2FACE,train
E:\FaceForencis++\Face2Face\239_218.mp4,fake,239,FACE2FACE,test
E:\FaceForencis++\Face2Face\476_400.mp4,fake,476,FACE2FACE,train
E:\FaceForencis++\Face2Face\839_864.mp4,fake,839,FACE2FACE,train
E:\FaceForencis++\Face2Face\143_140.mp4,fake,143,FACE2FACE,val
E:\FaceForencis++\Face2Face\482_465.mp4,fake,482,FACE2FACE,train
E:\FaceForencis++\Face2Face\595_597.mp4,fake,595,FACE2FACE,train
E:\FaceForencis++\Face2Face\511_472.mp4,fake,511,FACE2FACE,train
E:\FaceForencis++\Face2Face\822_244.mp4,fake,822,FACE2FACE,test
E:\FaceForencis++\Face2Face\477_487.mp4,fake,477,FACE2FACE,val
E:\FaceForencis++\Face2Face\359_317.mp4,fake,359,FACE2FACE,train
E:\FaceForencis++\Face2Face\046_904.mp4,fake,046,FACE2FACE,train
E:\FaceForencis++\Face2Face\435_456.mp4,fake,435,FACE2FACE,train
E:\FaceForencis++\Face2Face\784_769.mp4,fake,784,FACE2FACE,train
E:\FaceForencis++\Face2Face\075_977.mp4,fake,075,FACE2FACE,train
E:\FaceForencis++\Face2Face\367_371.mp4,fake,367,FACE2FACE,train
E:\FaceForencis++\Face2Face\345_259.mp4,fake,345,FACE2FACE,train
E:\FaceForencis++\Face2Face\315_322.mp4,fake,315,FACE2FACE,train
E:\FaceForencis++\Face2Face\871_814.mp4,fake,871,FACE2FACE,train
E:\FaceForencis++\Face2Face\779_794.mp4,fake,779,FACE2FACE,train
E:\FaceForencis++\Face2Face\847_906.mp4,fake,847,FACE2FACE,val
E:\FaceForencis++\Face2Face\901_902.mp4,fake,901,FACE2FACE,train
E:\FaceForencis++\Face2Face\794_779.mp4,fake,794,FACE2FACE,train
E:\FaceForencis++\Face2Face\902_901.mp4,fake,902,FACE2FACE,test
E:\FaceForencis++\Face2Face\280_249.mp4,fake,280,FACE2FACE,test
E:\FaceForencis++\Face2Face\759_755.mp4,fake,759,FACE2FACE,train
E:\FaceForencis++\Face2Face\299_145.mp4,fake,299,FACE2FACE,train
E:\FaceForencis++\Face2Face\481_469.mp4,fake,481,FACE2FACE,train
E:\FaceForencis++\Face2Face\758_754.mp4,fake,758,FACE2FACE,val
E:\FaceForencis++\Face2Face\128_896.mp4,fake,128,FACE2FACE,val
E:\FaceForencis++\Face2Face\352_319.mp4,fake,352,FACE2FACE,test
E:\FaceForencis++\Face2Face\894_848.mp4,fake,894,FACE2FACE,train
E:\FaceForencis++\Face2Face\473_366.mp4,fake,473,FACE2FACE,test
E:\FaceForencis++\Face2Face\911_910.mp4,fake,911,FACE2FACE,train
E:\FaceForencis++\FaceShifter\337_522.mp4,fake,337,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\916_783.mp4,fake,916,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\531_549.mp4,fake,531,FACESHIFTER,test
E:\FaceForencis++\FaceShifter\310_196.mp4,fake,310,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\432_357.mp4,fake,432,FACESHIFTER,test
E:\FaceForencis++\FaceShifter\549_531.mp4,fake,549,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\291_874.mp4,fake,291,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\577_593.mp4,fake,577,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\731_741.mp4,fake,731,FACESHIFTER,test
E:\FaceForencis++\FaceShifter\737_719.mp4,fake,737,FACESHIFTER,test
E:\FaceForencis++\FaceShifter\686_696.mp4,fake,686,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\826_833.mp4,fake,826,FACESHIFTER,test
E:\FaceForencis++\FaceShifter\486_680.mp4,fake,486,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\995_233.mp4,fake,995,FACESHIFTER,val
E:\FaceForencis++\FaceShifter\630_623.mp4,fake,630,FACESHIFTER,test
E:\FaceForencis++\FaceShifter\762_832.mp4,fake,762,FACESHIFTER,test
E:\FaceForencis++\FaceShifter\301_262.mp4,fake,301,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\830_828.mp4,fake,830,FACESHIFTER,val
E:\FaceForencis++\FaceShifter\587_535.mp4,fake,587,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\230_204.mp4,fake,230,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\981_985.mp4,fake,981,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\939_115.mp4,fake,939,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\175_159.mp4,fake,175,FACESHIFTER,test
E:\FaceForencis++\FaceShifter\134_192.mp4,fake,134,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\475_265.mp4,fake,475,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\748_355.mp4,fake,748,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\176_190.mp4,fake,176,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\621_546.mp4,fake,621,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\872_873.mp4,fake,872,FACESHIFTER,val
E:\FaceForencis++\FaceShifter\276_185.mp4,fake,276,FACESHIFTER,val
E:\FaceForencis++\FaceShifter\405_393.mp4,fake,405,FACESHIFTER,val
E:\FaceForencis++\FaceShifter\951_947.mp4,fake,951,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\044_945.mp4,fake,044,FACESHIFTER,test
E:\FaceForencis++\FaceShifter\370_483.mp4,fake,370,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\747_854.mp4,fake,747,FACESHIFTER,train
E:\FaceForencis++\FaceShifter\466_428.mp4,fake,466,FACESHIFTER,val
E:\FaceForencis++\FaceShifter\177_211.mp4,fake,177,FACESHIFTER,train
